alpha_band,alpha_gt,base_clip_id,beta_gt,beta_sign,camera_a,camera_b,camera_pair_category,common_overlap_frames,fps,low_motion,offset_band,original_end_frame,original_start_frame,person_id,protocol,sample_id,seed,source_sequence_id,split,valid_warped_start,valid_warped_stop_exclusive,velocity_bucket,velocity_cm_s
one_control,1.0,0ca717cccc9e46cc1ceb,-3.0,negative,00_26,00_30,wide,69,29.97,False,small_medium,6537,6466,10,offset,2c560e056abd4214716f9602,2908,160226_haggling1,test,3,72,Q3,7.91448
one_control,1.0,0ca717cccc9e46cc1ceb,-0.5,negative,00_26,00_30,wide,71,29.97,False,near_zero,6537,6466,10,offset,48edf30aa0bcee6fe469d16e,2908,160226_haggling1,test,1,72,Q3,7.91448
one_control,1.0,0ca717cccc9e46cc1ceb,0.0,zero,00_26,00_30,wide,72,29.97,False,zero,6537,6466,10,offset,ebbc666bce43901aa5bfc881,2908,160226_haggling1,test,0,72,Q3,7.91448
one_control,1.0,0ca717cccc9e46cc1ceb,0.25,positive,00_26,00_30,wide,71,29.97,False,near_zero,6537,6466,10,offset,0ef7b03dd95dc317cf8f969b,2908,160226_haggling1,test,0,71,Q3,7.91448
one_control,1.0,0ca717cccc9e46cc1ceb,2.0,positive,00_26,00_30,wide,70,29.97,False,small_medium,6537,6466,10,offset,379b0ead86ea550ced5e37e9,2908,160226_haggling1,test,0,70,Q3,7.91448
one_control,1.0,0ca717cccc9e46cc1ceb,7.5,positive,00_26,00_30,wide,64,29.97,False,near_boundary,6537,6466,10,offset,d065e105aaede1e5d4c19236,2908,160226_haggling1,test,0,64,Q3,7.91448
below_one,0.96,0ca717cccc9e46cc1ceb,-2.0,negative,00_26,00_30,wide,69,29.97,False,small_medium,6537,6466,10,affine,beac6eb2fa5184852fb9990e,2908,160226_haggling1,test,3,72,Q3,7.91448
below_one,0.96,0ca717cccc9e46cc1ceb,0.0,zero,00_26,00_30,wide,72,29.97,False,zero,6537,6466,10,affine,ffd863ab69c6a560835741b4,2908,160226_haggling1,test,0,72,Q3,7.91448
below_one,0.96,0ca717cccc9e46cc1ceb,2.0,positive,00_26,00_30,wide,72,29.97,False,small_medium,6537,6466,10,affine,fb03bbf515cd84468db94ab5,2908,160226_haggling1,test,0,72,Q3,7.91448
one_control,1.0,0ca717cccc9e46cc1ceb,-2.0,negative,00_26,00_30,wide,70,29.97,False,small_medium,6537,6466,10,affine,2cb20442da5e9e8fedb23936,2908,160226_haggling1,test,2,72,Q3,7.91448
one_control,1.0,0ca717cccc9e46cc1ceb,0.0,zero,00_26,00_30,wide,72,29.97,False,zero,6537,6466,10,affine,d247d883dc5c42545d5be0f8,2908,160226_haggling1,test,0,72,Q3,7.91448
one_control,1.0,0ca717cccc9e46cc1ceb,2.0,positive,00_26,00_30,wide,70,29.97,False,small_medium,6537,6466,10,affine,07624c96b27f8c2386c294b3,2908,160226_haggling1,test,0,70,Q3,7.91448
above_one,1.04,0ca717cccc9e46cc1ceb,-2.0,negative,00_26,00_30,wide,69,29.97,False,small_medium,6537,6466,10,affine,97d2fb7dc4d2b9fd6cfe138d,2908,160226_haggling1,test,2,71,Q3,7.91448
above_one,1.04,0ca717cccc9e46cc1ceb,0.0,zero,00_26,00_30,wide,69,29.97,False,zero,6537,6466,10,affine,e02e82bc345189228c5cf869,2908,160226_haggling1,test,0,69,Q3,7.91448
above_one,1.04,0ca717cccc9e46cc1ceb,2.0,positive,00_26,00_30,wide,67,29.97,False,small_medium,6537,6466,10,affine,c0a4542054be8bc78e951ade,2908,160226_haggling1,test,0,67,Q3,7.91448
one_control,1.0,16da401aad57d96d1dea,-7.5,negative,00_04,00_18,small,64,29.97,False,near_boundary,412,341,0,offset,2a2e746f22a763dfa28a6b2d,2908,160906_band4,train,8,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-3.0,negative,00_04,00_18,small,69,29.97,False,small_medium,412,341,0,offset,a375e60ea097eee0e6d13dba,2908,160906_band4,train,3,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-0.5,negative,00_04,00_18,small,71,29.97,False,near_zero,412,341,0,offset,9f315feb6b08b1151292969b,2908,160906_band4,train,1,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,0.0,zero,00_04,00_18,small,72,29.97,False,zero,412,341,0,offset,01db0ebc09e0a7eed6aadd92,2908,160906_band4,train,0,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,0.25,positive,00_04,00_18,small,71,29.97,False,near_zero,412,341,0,offset,456cda01b7d2e69dcfb7070a,2908,160906_band4,train,0,71,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,2.0,positive,00_04,00_18,small,70,29.97,False,small_medium,412,341,0,offset,c1a3c51aac81b1ecedde6ac7,2908,160906_band4,train,0,70,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,7.5,positive,00_04,00_18,small,64,29.97,False,near_boundary,412,341,0,offset,635ed08c2091be660f6cae61,2908,160906_band4,train,0,64,Q2,5.24053
below_one,0.96,16da401aad57d96d1dea,-2.0,negative,00_04,00_18,small,69,29.97,False,small_medium,412,341,0,affine,6080dcd7470770f0d3479343,2908,160906_band4,train,3,72,Q2,5.24053
below_one,0.96,16da401aad57d96d1dea,0.0,zero,00_04,00_18,small,72,29.97,False,zero,412,341,0,affine,f93d4fadeeb015cda153d030,2908,160906_band4,train,0,72,Q2,5.24053
below_one,0.96,16da401aad57d96d1dea,2.0,positive,00_04,00_18,small,72,29.97,False,small_medium,412,341,0,affine,fa6dc1fbb2cb0e86558bdf70,2908,160906_band4,train,0,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-2.0,negative,00_04,00_18,small,70,29.97,False,small_medium,412,341,0,affine,60f3dcdc3f2fda125f46c6aa,2908,160906_band4,train,2,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,0.0,zero,00_04,00_18,small,72,29.97,False,zero,412,341,0,affine,218e5c7737a18c9f99d8087e,2908,160906_band4,train,0,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,2.0,positive,00_04,00_18,small,70,29.97,False,small_medium,412,341,0,affine,b24acdd898223d12a3cde349,2908,160906_band4,train,0,70,Q2,5.24053
above_one,1.04,16da401aad57d96d1dea,-2.0,negative,00_04,00_18,small,69,29.97,False,small_medium,412,341,0,affine,662d18ae32a4d196aa3be8f6,2908,160906_band4,train,2,71,Q2,5.24053
above_one,1.04,16da401aad57d96d1dea,0.0,zero,00_04,00_18,small,69,29.97,False,zero,412,341,0,affine,1f5c4fb9aa693f2eab898c0b,2908,160906_band4,train,0,69,Q2,5.24053
above_one,1.04,16da401aad57d96d1dea,2.0,positive,00_04,00_18,small,67,29.97,False,small_medium,412,341,0,affine,b1ea5128248f0016bf5ed4a1,2908,160906_band4,train,0,67,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-7.5,negative,00_08,00_13,medium,64,29.97,False,near_boundary,412,341,0,offset,defe2d13b3e29fdf452dda45,2908,160906_band4,train,8,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-3.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,412,341,0,offset,53c847632de0edc474f0d0c9,2908,160906_band4,train,3,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-0.5,negative,00_08,00_13,medium,71,29.97,False,near_zero,412,341,0,offset,38bedfdae8b062ed726b5f7c,2908,160906_band4,train,1,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,412,341,0,offset,4ce1b025c6a4d3382af58c1d,2908,160906_band4,train,0,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,0.25,positive,00_08,00_13,medium,71,29.97,False,near_zero,412,341,0,offset,bc2f0aa0eee9698ce1c2f4c0,2908,160906_band4,train,0,71,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,2.0,positive,00_08,00_13,medium,70,29.97,False,small_medium,412,341,0,offset,8c9f82662fad043a5cb633b2,2908,160906_band4,train,0,70,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,7.5,positive,00_08,00_13,medium,64,29.97,False,near_boundary,412,341,0,offset,1713653dcfa572c7b6d6132b,2908,160906_band4,train,0,64,Q2,5.24053
below_one,0.96,16da401aad57d96d1dea,-2.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,412,341,0,affine,1534ac97a69173e88ac7d16f,2908,160906_band4,train,3,72,Q2,5.24053
below_one,0.96,16da401aad57d96d1dea,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,412,341,0,affine,79a577f74d9986f0f865db51,2908,160906_band4,train,0,72,Q2,5.24053
below_one,0.96,16da401aad57d96d1dea,2.0,positive,00_08,00_13,medium,72,29.97,False,small_medium,412,341,0,affine,3a2dfd2b9405a4383595bb13,2908,160906_band4,train,0,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-2.0,negative,00_08,00_13,medium,70,29.97,False,small_medium,412,341,0,affine,bf405de535e8bc5700ede5da,2908,160906_band4,train,2,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,412,341,0,affine,31fa3b8ee168a21a7f414c79,2908,160906_band4,train,0,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,2.0,positive,00_08,00_13,medium,70,29.97,False,small_medium,412,341,0,affine,cb4688213fe1afe3d4470aa0,2908,160906_band4,train,0,70,Q2,5.24053
above_one,1.04,16da401aad57d96d1dea,-2.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,412,341,0,affine,3f3c464dee1fc076f613d000,2908,160906_band4,train,2,71,Q2,5.24053
above_one,1.04,16da401aad57d96d1dea,0.0,zero,00_08,00_13,medium,69,29.97,False,zero,412,341,0,affine,7c37a113965eb96edde398dd,2908,160906_band4,train,0,69,Q2,5.24053
above_one,1.04,16da401aad57d96d1dea,2.0,positive,00_08,00_13,medium,67,29.97,False,small_medium,412,341,0,affine,e928db1ac700907bb2b02a10,2908,160906_band4,train,0,67,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-7.5,negative,00_09,00_25,wide,64,29.97,False,near_boundary,412,341,0,offset,897fe1d8cec5b3bf1b540b43,2908,160906_band4,train,8,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-3.0,negative,00_09,00_25,wide,69,29.97,False,small_medium,412,341,0,offset,8517985a3c19633c0bdc00c3,2908,160906_band4,train,3,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-0.5,negative,00_09,00_25,wide,71,29.97,False,near_zero,412,341,0,offset,aa0a95519a89b7bc5bd3f5f2,2908,160906_band4,train,1,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,0.0,zero,00_09,00_25,wide,72,29.97,False,zero,412,341,0,offset,df8ef557b031762a9a3dab2e,2908,160906_band4,train,0,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,0.25,positive,00_09,00_25,wide,71,29.97,False,near_zero,412,341,0,offset,6c8d12e5e8e8aedfe1077cea,2908,160906_band4,train,0,71,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,2.0,positive,00_09,00_25,wide,70,29.97,False,small_medium,412,341,0,offset,75a0723537b6a8af545ae360,2908,160906_band4,train,0,70,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,7.5,positive,00_09,00_25,wide,64,29.97,False,near_boundary,412,341,0,offset,0a9a84f3ccf64265d23e0088,2908,160906_band4,train,0,64,Q2,5.24053
below_one,0.96,16da401aad57d96d1dea,-2.0,negative,00_09,00_25,wide,69,29.97,False,small_medium,412,341,0,affine,3b199a15d265fcf77f91762f,2908,160906_band4,train,3,72,Q2,5.24053
below_one,0.96,16da401aad57d96d1dea,0.0,zero,00_09,00_25,wide,72,29.97,False,zero,412,341,0,affine,9b9f810e3c4af5801d4586b3,2908,160906_band4,train,0,72,Q2,5.24053
below_one,0.96,16da401aad57d96d1dea,2.0,positive,00_09,00_25,wide,72,29.97,False,small_medium,412,341,0,affine,46f2f633b4f4b02ef6f0ee8b,2908,160906_band4,train,0,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,-2.0,negative,00_09,00_25,wide,70,29.97,False,small_medium,412,341,0,affine,784225ed5d54804ae0f68347,2908,160906_band4,train,2,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,0.0,zero,00_09,00_25,wide,72,29.97,False,zero,412,341,0,affine,7f05a5470964404b378dbdda,2908,160906_band4,train,0,72,Q2,5.24053
one_control,1.0,16da401aad57d96d1dea,2.0,positive,00_09,00_25,wide,70,29.97,False,small_medium,412,341,0,affine,e098d9c95a8b7b68181e3b13,2908,160906_band4,train,0,70,Q2,5.24053
above_one,1.04,16da401aad57d96d1dea,-2.0,negative,00_09,00_25,wide,69,29.97,False,small_medium,412,341,0,affine,fcc7f32be5ed919d03f60498,2908,160906_band4,train,2,71,Q2,5.24053
above_one,1.04,16da401aad57d96d1dea,0.0,zero,00_09,00_25,wide,69,29.97,False,zero,412,341,0,affine,4769a2b361fed9a0cc656298,2908,160906_band4,train,0,69,Q2,5.24053
above_one,1.04,16da401aad57d96d1dea,2.0,positive,00_09,00_25,wide,67,29.97,False,small_medium,412,341,0,affine,80bcdf474fe8ba1756c6ca7f,2908,160906_band4,train,0,67,Q2,5.24053
one_control,1.0,39b84a7e67317304c668,-7.5,negative,00_04,00_18,small,64,29.97,False,near_boundary,612,541,1,offset,074bb1283a90bad51c62b03c,2908,160422_haggling1,test,8,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-3.0,negative,00_04,00_18,small,69,29.97,False,small_medium,612,541,1,offset,18fdb224668d43b028817fe3,2908,160422_haggling1,test,3,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-0.5,negative,00_04,00_18,small,71,29.97,False,near_zero,612,541,1,offset,f5ab5f13eb0ece1a2ca7fed4,2908,160422_haggling1,test,1,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,0.0,zero,00_04,00_18,small,72,29.97,False,zero,612,541,1,offset,d5b435a9060eda1e96b84aec,2908,160422_haggling1,test,0,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,0.25,positive,00_04,00_18,small,71,29.97,False,near_zero,612,541,1,offset,529c8ba8a913d40fe1564c09,2908,160422_haggling1,test,0,71,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,2.0,positive,00_04,00_18,small,70,29.97,False,small_medium,612,541,1,offset,3c5c467f0d9bec68a36b68b9,2908,160422_haggling1,test,0,70,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,7.5,positive,00_04,00_18,small,64,29.97,False,near_boundary,612,541,1,offset,b52eebb19757bfec105092fc,2908,160422_haggling1,test,0,64,Q1,4.715596
below_one,0.96,39b84a7e67317304c668,-2.0,negative,00_04,00_18,small,69,29.97,False,small_medium,612,541,1,affine,d7ff365975c75d96b1a3a407,2908,160422_haggling1,test,3,72,Q1,4.715596
below_one,0.96,39b84a7e67317304c668,0.0,zero,00_04,00_18,small,72,29.97,False,zero,612,541,1,affine,7b5b080215c5e9154b585555,2908,160422_haggling1,test,0,72,Q1,4.715596
below_one,0.96,39b84a7e67317304c668,2.0,positive,00_04,00_18,small,72,29.97,False,small_medium,612,541,1,affine,d1929b991c4fa0c0a2e0854c,2908,160422_haggling1,test,0,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-2.0,negative,00_04,00_18,small,70,29.97,False,small_medium,612,541,1,affine,5df6b0b15efbcb600b93c082,2908,160422_haggling1,test,2,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,0.0,zero,00_04,00_18,small,72,29.97,False,zero,612,541,1,affine,d6fed29c9db7787ae238d252,2908,160422_haggling1,test,0,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,2.0,positive,00_04,00_18,small,70,29.97,False,small_medium,612,541,1,affine,6e284037dd22be2be0b328d6,2908,160422_haggling1,test,0,70,Q1,4.715596
above_one,1.04,39b84a7e67317304c668,-2.0,negative,00_04,00_18,small,69,29.97,False,small_medium,612,541,1,affine,230754c54aa8db9ba18305df,2908,160422_haggling1,test,2,71,Q1,4.715596
above_one,1.04,39b84a7e67317304c668,0.0,zero,00_04,00_18,small,69,29.97,False,zero,612,541,1,affine,d418a0ba4a851638791c12d5,2908,160422_haggling1,test,0,69,Q1,4.715596
above_one,1.04,39b84a7e67317304c668,2.0,positive,00_04,00_18,small,67,29.97,False,small_medium,612,541,1,affine,513979ffe95842b84a71345c,2908,160422_haggling1,test,0,67,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-7.5,negative,00_08,00_13,medium,64,29.97,False,near_boundary,612,541,1,offset,3fec6647965c062a06ad6102,2908,160422_haggling1,test,8,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-3.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,612,541,1,offset,835653030c2d11048a6af6b7,2908,160422_haggling1,test,3,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-0.5,negative,00_08,00_13,medium,71,29.97,False,near_zero,612,541,1,offset,f8a6854f5c1ccc570e100d13,2908,160422_haggling1,test,1,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,612,541,1,offset,f86aec76a7b6ae740997e6d3,2908,160422_haggling1,test,0,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,0.25,positive,00_08,00_13,medium,71,29.97,False,near_zero,612,541,1,offset,74717b1511bc4d2bce441593,2908,160422_haggling1,test,0,71,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,2.0,positive,00_08,00_13,medium,70,29.97,False,small_medium,612,541,1,offset,f58f4e23e9d2a47c5e0dad53,2908,160422_haggling1,test,0,70,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,7.5,positive,00_08,00_13,medium,64,29.97,False,near_boundary,612,541,1,offset,e9028c2ad1f2414f42c92f6d,2908,160422_haggling1,test,0,64,Q1,4.715596
below_one,0.96,39b84a7e67317304c668,-2.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,612,541,1,affine,5463d3bf7d5dd3c5a6d78a39,2908,160422_haggling1,test,3,72,Q1,4.715596
below_one,0.96,39b84a7e67317304c668,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,612,541,1,affine,52e7eaf52174f376baa60614,2908,160422_haggling1,test,0,72,Q1,4.715596
below_one,0.96,39b84a7e67317304c668,2.0,positive,00_08,00_13,medium,72,29.97,False,small_medium,612,541,1,affine,b688b95ba95a8611187585f0,2908,160422_haggling1,test,0,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-2.0,negative,00_08,00_13,medium,70,29.97,False,small_medium,612,541,1,affine,4e43632fa82eb69a3d36a969,2908,160422_haggling1,test,2,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,0.0,zero,00_08,00_13,medium,72,29.97,False,zero,612,541,1,affine,557078639843c1efaeeb9a0d,2908,160422_haggling1,test,0,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,2.0,positive,00_08,00_13,medium,70,29.97,False,small_medium,612,541,1,affine,5d95fe68074fbce5bfae8b89,2908,160422_haggling1,test,0,70,Q1,4.715596
above_one,1.04,39b84a7e67317304c668,-2.0,negative,00_08,00_13,medium,69,29.97,False,small_medium,612,541,1,affine,9827d64f2e2be738085e9282,2908,160422_haggling1,test,2,71,Q1,4.715596
above_one,1.04,39b84a7e67317304c668,0.0,zero,00_08,00_13,medium,69,29.97,False,zero,612,541,1,affine,7640e7ecf14e076cef025c00,2908,160422_haggling1,test,0,69,Q1,4.715596
above_one,1.04,39b84a7e67317304c668,2.0,positive,00_08,00_13,medium,67,29.97,False,small_medium,612,541,1,affine,b5927d66570b1388c965e804,2908,160422_haggling1,test,0,67,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-7.5,negative,00_00,00_03,wide,64,29.97,False,near_boundary,612,541,1,offset,8a6d259de47734f81167c8c1,2908,160422_haggling1,test,8,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-3.0,negative,00_00,00_03,wide,69,29.97,False,small_medium,612,541,1,offset,064fcbd844adac6255ba7d69,2908,160422_haggling1,test,3,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-0.5,negative,00_00,00_03,wide,71,29.97,False,near_zero,612,541,1,offset,42e377f848158601737a5f9b,2908,160422_haggling1,test,1,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,0.0,zero,00_00,00_03,wide,72,29.97,False,zero,612,541,1,offset,4e2bd7933450d44c1c858a17,2908,160422_haggling1,test,0,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,0.25,positive,00_00,00_03,wide,71,29.97,False,near_zero,612,541,1,offset,df0c75406587545afebd2cf5,2908,160422_haggling1,test,0,71,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,2.0,positive,00_00,00_03,wide,70,29.97,False,small_medium,612,541,1,offset,3b4d42871b51795ad5c43876,2908,160422_haggling1,test,0,70,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,7.5,positive,00_00,00_03,wide,64,29.97,False,near_boundary,612,541,1,offset,b2315a4fcc586178df549727,2908,160422_haggling1,test,0,64,Q1,4.715596
below_one,0.96,39b84a7e67317304c668,-2.0,negative,00_00,00_03,wide,69,29.97,False,small_medium,612,541,1,affine,1cc4c6e5a1c1e3e52b455e66,2908,160422_haggling1,test,3,72,Q1,4.715596
below_one,0.96,39b84a7e67317304c668,0.0,zero,00_00,00_03,wide,72,29.97,False,zero,612,541,1,affine,94a34fba5952985d802ed880,2908,160422_haggling1,test,0,72,Q1,4.715596
below_one,0.96,39b84a7e67317304c668,2.0,positive,00_00,00_03,wide,72,29.97,False,small_medium,612,541,1,affine,561d6d193e6486eb2428c011,2908,160422_haggling1,test,0,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,-2.0,negative,00_00,00_03,wide,70,29.97,False,small_medium,612,541,1,affine,5edf37dabf3baa09fece8492,2908,160422_haggling1,test,2,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,0.0,zero,00_00,00_03,wide,72,29.97,False,zero,612,541,1,affine,46d59ef406ab030bd488fa43,2908,160422_haggling1,test,0,72,Q1,4.715596
one_control,1.0,39b84a7e67317304c668,2.0,positive,00_00,00_03,wide,70,29.97,False,small_medium,612,541,1,affine,c8ca3e190b51f1c982e2b61d,2908,160422_haggling1,test,0,70,Q1,4.715596
above_one,1.04,39b84a7e67317304c668,-2.0,negative,00_00,00_03,wide,69,29.97,False,small_medium,612,541,1,affine,7583ff2585db546eb142f927,2908,160422_haggling1,test,2,71,Q1,4.715596
above_one,1.04,39b84a7e67317304c668,0.0,zero,00_00,00_03,wide,69,29.97,False,zero,612,541,1,affine,8e2c1e154413a590395e0b48,2908,160422_haggling1,test,0,69,Q1,4.715596
above_one,1.04,39b84a7e67317304c668,2.0,positive,00_00,00_03,wide,67,29.97,False,small_medium,612,541,1,affine,ec94bff77a0276a116072f1a,2908,160422_haggling1,test,0,67,Q1,4.715596
one_control,1.0,46347a185abb0d78cef4,-7.5,negative,00_01,00_19,small,64,29.97,False,near_boundary,6177,6106,10,offset,4b51ef716c75aa614880602f,2908,160226_haggling1,test,8,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-3.0,negative,00_01,00_19,small,69,29.97,False,small_medium,6177,6106,10,offset,5b8d88254fadf8294fdd7e05,2908,160226_haggling1,test,3,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-0.5,negative,00_01,00_19,small,71,29.97,False,near_zero,6177,6106,10,offset,a2d57ca423dd3e500b2f8a3b,2908,160226_haggling1,test,1,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,0.0,zero,00_01,00_19,small,72,29.97,False,zero,6177,6106,10,offset,05276089402afcf806bb99e9,2908,160226_haggling1,test,0,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,0.25,positive,00_01,00_19,small,71,29.97,False,near_zero,6177,6106,10,offset,6ca9b16f2aeff10161f8b53f,2908,160226_haggling1,test,0,71,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,2.0,positive,00_01,00_19,small,70,29.97,False,small_medium,6177,6106,10,offset,cadacab82cf10019c9b90251,2908,160226_haggling1,test,0,70,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,7.5,positive,00_01,00_19,small,64,29.97,False,near_boundary,6177,6106,10,offset,101c119b21c9a36932001bed,2908,160226_haggling1,test,0,64,Q1,2.397319
below_one,0.96,46347a185abb0d78cef4,-2.0,negative,00_01,00_19,small,69,29.97,False,small_medium,6177,6106,10,affine,4b7f2a6b6d7ba3f56f297fb8,2908,160226_haggling1,test,3,72,Q1,2.397319
below_one,0.96,46347a185abb0d78cef4,0.0,zero,00_01,00_19,small,72,29.97,False,zero,6177,6106,10,affine,19a16cd8b5760d06cb525549,2908,160226_haggling1,test,0,72,Q1,2.397319
below_one,0.96,46347a185abb0d78cef4,2.0,positive,00_01,00_19,small,72,29.97,False,small_medium,6177,6106,10,affine,1cf956e22743eb147c0a4a13,2908,160226_haggling1,test,0,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-2.0,negative,00_01,00_19,small,70,29.97,False,small_medium,6177,6106,10,affine,9e0e16e73b019304b7b8b49e,2908,160226_haggling1,test,2,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,0.0,zero,00_01,00_19,small,72,29.97,False,zero,6177,6106,10,affine,55a63f7b17c05066b05e9255,2908,160226_haggling1,test,0,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,2.0,positive,00_01,00_19,small,70,29.97,False,small_medium,6177,6106,10,affine,8995c6f7f07866e247a7bd85,2908,160226_haggling1,test,0,70,Q1,2.397319
above_one,1.04,46347a185abb0d78cef4,-2.0,negative,00_01,00_19,small,69,29.97,False,small_medium,6177,6106,10,affine,f44fb9ef128cb9a6c5673f86,2908,160226_haggling1,test,2,71,Q1,2.397319
above_one,1.04,46347a185abb0d78cef4,0.0,zero,00_01,00_19,small,69,29.97,False,zero,6177,6106,10,affine,5029aef2472122b6c4d73a76,2908,160226_haggling1,test,0,69,Q1,2.397319
above_one,1.04,46347a185abb0d78cef4,2.0,positive,00_01,00_19,small,67,29.97,False,small_medium,6177,6106,10,affine,46de040b1121681b20fe08ce,2908,160226_haggling1,test,0,67,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-7.5,negative,00_04,00_13,medium,64,29.97,False,near_boundary,6177,6106,10,offset,4c781379c31685452d771b54,2908,160226_haggling1,test,8,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-3.0,negative,00_04,00_13,medium,69,29.97,False,small_medium,6177,6106,10,offset,12b364d32d19096432de25a6,2908,160226_haggling1,test,3,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,-0.5,negative,00_04,00_13,medium,71,29.97,False,near_zero,6177,6106,10,offset,8ac4d4aed1c317ce049790ca,2908,160226_haggling1,test,1,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,0.0,zero,00_04,00_13,medium,72,29.97,False,zero,6177,6106,10,offset,eb65dfd2d561ff6c9cb304a2,2908,160226_haggling1,test,0,72,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,0.25,positive,00_04,00_13,medium,71,29.97,False,near_zero,6177,6106,10,offset,b6755514a2cc5e9d86b35b78,2908,160226_haggling1,test,0,71,Q1,2.397319
one_control,1.0,46347a185abb0d78cef4,2.0,positive,00_04,00_13,medium,70,29.97,False,small_medium,6177,6106,10,offset,e3303a132af374e8571cb469,2908,160226_haggling1,test,0,70,Q1,2.397319
